Words,Links,Code,ResponseTime,Type
89,False,False,40836,0
76,False,False,4,0
80,True,False,5,0
91,True,False,68,0
6,True,False,11,0
34,False,False,8,0
25,False,False,2,0
67,False,True,195,0
43,False,False,35,0
24,True,False,27,0
48,False,True,12436,0
45,False,False,5,0
267,True,False,778,0
117,True,True,23,0
7,True,False,43,0
21,False,True,3709,0
57,False,True,75,0
243,False,False,30,0
216,False,True,5743,0
53,False,True,210,0
41,False,True,794,0
15,False,True,129,0
149,True,False,19808,0
26,True,False,4619,0
0,False,True,58,0
110,False,False,490,0
80,False,False,42462,0
21,True,False,242,0
28,True,False,44112,0
156,False,True,14891,0
108,False,True,3,0
57,True,False,1366,0
57,True,False,445,0
100,True,True,397,0
28,False,True,64,0
65,False,False,10,0
54,True,False,11,0
28,False,False,31566,0
43,False,True,3,0
111,False,False,4,0
63,False,False,5,0
10,True,False,4,0
43,False,False,4,0
14,True,False,4,0
44,True,False,5,0
32,False,False,7,0
82,False,False,6,0
33,True,False,41424,0
121,False,False,69,0
103,False,False,9,0
49,True,False,8,0
90,False,False,10,0
181,False,False,10,0
0,False,True,4,0
17,False,False,5,0
65,False,True,10,0
27,True,False,32683,0
127,False,False,13,0
28,False,True,1,0
40,False,False,1,0
20,False,False,1,0
19,False,False,3,0
14,False,True,3,0
39,False,False,3,0
26,False,True,3,0
65,False,False,14,0
91,False,True,486,0
178,True,False,14438,0
109,False,False,161,0
73,False,True,16,0
12,False,False,163,0
104,False,True,448,0
55,False,True,9,0
54,True,False,20,0
19,False,False,180,0
113,False,False,23734,0
26,False,True,9,0
112,False,False,22,0
332,True,False,1930,0
25,True,False,1236,0
256,False,False,25,0
22,False,True,53,0
93,True,False,532,0
90,False,False,20,0
108,False,True,214,0
73,False,True,47,0
74,False,False,9,0
72,True,False,3,0
67,True,False,32,0
117,True,False,3,0
66,False,False,6,0
27,True,False,4,0
27,True,False,5,0
114,True,True,35,0
53,True,False,12685,0
83,True,False,6,0
69,True,True,37,0
47,True,False,295,0
27,False,False,220,0
41,False,False,10,0
142,False,True,56,0
45,False,False,10,0
74,True,False,10,0
88,False,False,15,0
63,True,False,16,0
36,True,True,33,0
104,False,True,58,0
48,False,False,16,0
12,False,True,37,0
54,False,False,6,0
63,False,False,37,0
114,False,True,7,0
130,False,False,41,0
7,True,False,1,0
74,False,False,71,0
53,False,False,27,0
191,False,False,18,0
12,True,False,4,0
16,False,False,6,0
99,False,False,43,0
249,True,True,876,0
97,True,False,8,0
27,False,True,54,0
190,False,True,56,0
126,True,True,48,0
93,False,False,108,0
111,False,False,37,0
7,True,False,63,0
128,True,False,14485,0
39,False,True,1055,0
16,True,False,3,0
81,True,True,5,0
14,True,False,5,0
33,False,False,18,0
115,True,False,2,0
64,False,True,7,0
0,False,True,7,0
65,False,False,2,0
29,False,False,8,0
17,True,False,3,0
16,True,False,451,0
18,False,False,3,0
83,True,False,4,0
5,True,False,8,0
23,True,False,11,0
4,True,False,2,0
22,False,True,62,0
26,False,True,977,0
78,False,True,6,0
39,False,False,1,0
18,True,False,2,0
11,True,False,3,0
37,False,False,2,0
31,False,False,12981,0
22,True,False,188,0
50,False,True,2,0
60,True,False,1987,0
192,True,True,4,0
16,True,False,15,0
63,True,False,462,0
52,False,False,6,0
42,True,False,33,0
0,False,True,5,0
20,False,True,7,0
296,True,False,2,0
23,True,False,466,0
20,False,False,2,0
156,True,False,5,0
9,True,True,5,0
28,True,False,12,0
47,False,False,4,0
27,False,False,4,0
79,True,False,6,0
56,False,True,12,0
87,False,True,46,0
131,False,False,9,0
25,True,False,32,0
63,False,False,12997,0
13,False,False,2,0
22,True,False,19994,0
30,False,True,34402,0
19,True,False,19,0
57,False,False,9,0
18,True,False,27,0
47,True,False,19863,0
236,False,False,644,0
110,False,True,31,0
100,True,False,490,0
61,False,True,1,0
150,False,True,1006,0
27,False,False,110,0
46,True,False,123,0
11,True,False,114,0
89,False,False,33,0
39,False,True,56,0
78,False,False,16,0
224,False,True,6,0
15,True,True,947,0
41,False,True,1035,0
18,False,False,4,0
21,False,True,4,0
53,False,True,67,0
5,True,False,9,0
25,False,False,117,0
36,False,False,10,0
46,False,False,10,0
19,False,False,2882,0
50,False,False,671,0
17,False,True,1042,0
64,False,False,99,0
54,True,False,58,0
10,True,False,4352,0
41,False,True,69,0
119,True,False,15,0
107,False,False,676,0
115,True,False,9602,0
26,True,False,34,0
8,False,False,2,0
58,True,False,4877,0
9,True,False,33,0
151,True,False,36,0
23,False,False,140,0
33,False,True,890,0
132,True,False,11273,0
12,False,True,132,0
62,False,False,144,0
132,False,True,27,0
29,True,False,6871,0
86,False,False,13,0
35,False,False,4365,0
32,True,False,5,0
230,False,False,151,0
46,False,True,6,0
58,True,True,337,0
49,False,True,46,0
69,False,False,2,0
36,True,True,46,0
8,True,True,3,0
27,True,False,14,0
138,True,True,17,0
27,False,False,6,0
78,False,False,6,0
175,True,True,2680,0
100,False,False,60,0
110,False,False,1300,0
93,False,False,21,0
21,False,False,7,0
82,False,False,47,0
10,True,False,28,0
115,True,False,111,0
56,True,True,5,0
87,True,False,6,0
51,False,False,6198,0
125,False,False,19,0
387,False,True,19,0
49,False,False,8,0
79,True,True,30,0
32,True,False,10,0
93,False,False,23,0
88,True,False,4,0
170,False,False,5,0
84,True,True,5,0
22,True,False,13,0
36,False,False,2,0
84,False,False,27,0
116,False,False,4,0
70,False,False,4,0
127,True,False,139,0
74,False,False,5,0
21,True,False,38,0
160,True,False,13,0
47,False,True,4,0
205,False,False,3106,0
63,False,False,62,0
133,True,False,4762,0
20,True,True,8,0
68,False,False,25,0
53,False,False,45,0
127,False,False,222,0
60,False,False,23,0
102,False,False,29,0
23,False,False,2817,0
154,False,False,26,0
21,False,True,11768,0
55,False,False,40889,0
69,False,False,30,0
2,False,True,1,0
17,False,True,1,0
18,False,False,1,0
26,False,False,2,0
18,False,False,2,0
20,False,True,20,0
36,False,True,24,0
58,False,False,3,0
25,True,False,4,0
47,False,False,11775,0
89,True,False,5,0
52,False,False,5,0
21,True,False,5,0
18,True,False,2,0
54,False,False,3,0
149,False,False,44833,0
18,True,False,4140,0
28,True,False,1996,0
20,True,True,262,0
57,False,False,13,0
390,False,True,164,0
53,False,True,11274,0
512,True,True,7245,0
35,True,True,0,0
96,True,False,31,0
52,False,False,15,0
86,False,False,12726,0
124,False,True,19,0
80,False,True,19,0
11,True,True,8,0
0,False,True,4,0
36,False,True,24,0
64,False,True,22,0
112,True,False,67,0
8,False,True,0,0
29,False,False,1,0
47,False,True,91,0
34,True,False,34537,0
43,True,False,645,0
101,False,True,28,0
128,False,False,13,0
81,False,False,8,0
39,False,True,4,0
13,True,True,3,0
25,False,True,5,0
45,False,False,148,0
49,False,False,2,0
16,True,False,6,0
38,True,True,5,0
21,False,False,3,0
16,False,False,3,0
252,False,True,11,0
103,False,False,29,0
95,False,False,6805,0
66,False,False,51,0
31,False,False,4,0
42,True,False,1135,0
220,True,True,12714,0
126,False,False,9,0
183,True,False,193,0
89,False,False,7,0
71,False,False,1618,0
23,True,False,711,0
50,False,False,11,0
41,True,False,7,0
4,False,True,312,0
0,False,True,2,0
34,True,False,10,0
48,False,False,12,0
106,False,False,9,0
210,True,False,9,0
1,False,True,9,0
25,True,False,128,0
16,False,False,9429,0
122,False,False,10,0
127,False,False,11,0
34,False,False,9,0
50,False,False,1624,0
129,False,False,13,0
52,False,False,1359,0
29,False,False,790,0
50,False,False,681,0
92,False,False,203,0
34,True,True,1165,0
34,False,False,12,0
46,True,False,40712,0
40,False,False,98,0
83,False,False,9,0
130,True,False,4,0
8,False,True,9,0
50,False,False,4,0
50,True,True,35,0
366,False,False,24,0
34,False,False,17,0
177,False,False,10108,0
33,False,False,1,0
21,False,False,1,0
50,False,False,804,0
168,False,False,13,0
15,False,False,4,0
63,False,True,111,0
92,True,False,15,0
205,False,True,112,0
100,True,False,3,0
72,False,False,1176,0
89,False,False,165,0
44,True,False,6,0
22,True,False,146,0
209,False,False,22,0
225,True,False,22,0
10,True,False,171,0
178,True,False,226,0
80,True,True,13112,0
81,True,True,34580,0
10,True,False,4,0
90,True,False,5,0
24,True,False,2,0
74,False,False,3,0
45,False,False,6,0
66,False,False,41,0
101,True,False,154,0
68,False,True,822,0
11,True,True,13119,0
29,True,False,6,0
22,True,False,6,0
112,False,False,12,0
26,True,False,8,0
86,False,False,3,0
69,True,False,12,0
34,False,False,80,0
40,False,False,3937,0
34,False,True,8,0
28,True,False,17,0
105,True,False,44,0
126,False,False,23,0
311,True,False,15,0
98,False,False,607,0
44,False,False,8,0
28,True,False,2,0
19,True,False,2,0
172,True,False,36,0
0,True,False,2,0
177,False,False,26,0
42,False,False,36,0
29,False,True,7,0
118,True,True,64,0
307,True,True,313,0
33,True,True,1403,0
59,False,False,14,0
26,True,False,9,0
108,True,False,45,0
48,False,False,113,0
108,False,False,49,0
99,False,False,49,0
35,False,True,14,0
76,False,True,52,0
19,True,False,2,0
45,False,True,19,0
0,False,True,3,0
63,False,False,1,0
62,True,False,1,0
6,False,True,5,0
77,True,True,24,0
87,False,False,24,0
28,False,True,2,0
35,True,False,26,0
73,False,False,6,0
70,False,True,61,0
91,False,True,5,0
33,False,False,5,0
19,True,False,61,0
121,False,False,5,0
77,False,False,111,0
55,False,False,10,0
31,False,False,6,0
40,True,False,8,0
19,True,False,33,0
21,False,True,32,0
76,False,True,189,0
61,False,False,4,0
58,True,False,1823,0
156,False,False,114,0
50,False,False,14,0
56,False,False,10,0
41,False,True,7,0
52,False,True,35888,0
90,True,False,77,0
106,True,True,61,0
35,False,False,36510,0
106,False,False,5,0
15,True,False,49,0
58,True,False,11073,0
34,True,False,84,0
80,False,False,52,0
100,False,False,20,0
58,False,False,11,0
20,False,True,6,0
101,True,False,25,0
42,False,False,229,0
14,False,True,177,0
44,False,False,17,0
63,False,False,179,0
78,False,False,548,0
78,True,False,14188,0
14,False,True,27,0
20,True,False,4407,0
100,True,True,121,0
112,False,False,14193,0
67,True,False,2,0
124,True,False,2,0
48,True,False,2,0
45,True,False,1524,0
28,False,True,33,0
46,False,False,3,0
55,False,True,34,0
158,False,True,43695,0
12,True,False,7176,0
212,True,False,125,0
16,False,True,49,0
30,False,False,6,0
135,True,False,1505,0
24,True,False,142,0
34,False,False,51,0
77,False,False,5,0
60,False,False,52,0
34,True,False,10,0
45,True,False,10,0
25,False,True,11,0
43,False,False,8,0
42,False,False,10,0
17,True,True,14,0
48,False,False,146,0
77,False,False,11,0
25,False,False,6,0
20,False,False,7,0
94,False,False,17,0
50,True,False,4425,0
69,False,False,14,0
73,False,True,0,0
213,True,True,119,0
74,False,False,3,0
69,True,False,63,0
6,True,False,2,0
94,False,True,64,0
41,False,True,86,0
64,False,True,4,0
29,True,False,70,0
93,False,True,24,0
45,False,False,6,0
74,False,False,167,0
54,False,True,25,0
95,False,False,10,0
143,False,True,11,0
64,False,False,1454,0
27,True,False,29,0
12,False,False,2,0
35,False,False,1,0
26,False,False,4153,0
118,False,False,30,0
10,False,False,2,0
90,False,False,31,0
184,False,False,108,0
30,False,False,17,0
14,False,False,1,0
64,False,False,1,0
21,False,False,19,0
29,False,False,2,0
53,False,False,2,0
87,False,False,3105,0
51,False,True,3,0
35,False,False,3,0
28,False,False,3,0
66,False,False,4,0
174,True,False,43731,0
28,False,False,21,0
25,False,False,7,0
138,False,True,7,0
74,False,True,7,0
245,False,False,8,0
139,False,False,3233,0
22,True,False,1,0
20,True,False,1,0
35,True,False,1,0
22,False,False,2,0
28,True,True,3,0
161,False,False,11,0
52,False,False,35,0
27,False,True,12,0
366,True,False,12,0
11,False,True,1,0
18,False,True,1,0
107,False,False,27448,0
0,False,True,115,0
19,True,False,4321,0
63,False,False,1,0
19,False,False,16,0
31,False,False,15,0
15,True,False,2,0
47,False,False,17,0
51,False,False,24518,0
140,False,False,17,0
153,True,False,18,0
73,False,False,19,0
29,False,False,4326,0
47,False,False,6,0
86,True,False,34,0
67,False,False,29,0
0,False,True,24,0
39,False,True,15447,0
41,False,False,3,0
31,False,False,22,0
13,False,True,4,0
81,False,False,23,0
42,False,False,26133,0
49,False,False,39,0
41,True,False,3,0
135,False,False,26,0
126,False,False,31,0
93,False,True,29,0
36,True,False,5,0
65,True,False,14259,0
22,False,False,49,0
0,False,True,4,0
0,False,True,4,0
9,False,True,1,0
34,False,True,2,0
39,False,False,2,0
142,True,False,39673,0
73,False,True,3,0
40,True,False,4347,0
220,False,False,40,0
124,False,False,40,0
11,False,True,10,0
0,False,True,10,0
60,True,False,4349,0
23,False,False,42,0
11,True,False,9,0
89,False,False,19,0
18,True,False,20,0
125,False,False,15,0
40,True,False,32,0
19,False,False,4358,0
42,False,False,15,0
49,True,True,16039,0
35,True,False,43,0
84,False,False,20907,0
225,True,False,36114,0
82,False,False,26,0
102,False,True,23,0
84,True,False,60,0
55,False,False,10,0
226,False,False,5,0
130,True,True,6,0
165,True,False,40,0
0,False,True,36,0
54,False,True,6,0
22,True,False,7,0
58,False,False,73,0
238,True,False,10,0
57,False,False,71,0
138,True,True,35,0
35,False,False,12,0
4,False,True,7,0
59,False,False,18742,0
72,False,True,16,0
26,True,True,65,0
162,False,True,44,0
10,False,False,5,0
53,True,True,49,0
148,True,False,9997,0
63,False,True,3,0
38,True,True,4,0
133,False,False,15,0
75,False,False,1,0
3,False,True,2,0
11,False,False,2,0
16,False,False,8903,0
0,False,True,3,0
60,False,False,97,0
64,False,True,6,0
65,True,False,25,0
6,False,False,14,0
73,False,True,12583,0
41,False,True,11,0
17,True,False,4549,0
169,True,True,3377,0
25,False,False,5,0
26,True,False,6,0
43,True,False,7,0
40,False,False,23,0
154,False,False,1501,0
26,False,False,2,0
73,False,False,2,0
63,False,False,2,0
144,False,True,12,0
28,False,False,3,0
79,False,False,4,0
36,True,False,7,0
39,False,False,18,0
169,True,False,24946,0
7,False,False,12,0
22,False,True,64,0
33,False,False,13,0
49,False,False,16,0
209,False,True,22,0
16,True,False,27,0
143,False,False,37627,0
83,False,False,181,0
21,False,False,68,0
27,False,True,2,0
42,False,False,131,0
0,False,True,3,0
122,False,False,164,0
126,False,False,5,0
98,False,False,21,0
55,False,False,4,0
20,False,False,473,0
6,True,False,27,0
56,True,False,2962,0
95,False,True,14,0
56,True,True,6,0
59,True,True,10,0
16,True,False,14,0
235,False,False,33,0
35,False,True,1,0
33,False,False,14978,0
50,False,False,37,0
151,False,True,4,0
41,False,False,4,0
25,False,False,38,0
4,True,False,7,0
68,True,False,6,0
16,True,False,11,0
40,False,False,4,0
38,True,False,7,0
10,True,False,7,0
107,True,True,21,0
96,False,False,41,0
41,False,True,34897,0
51,True,False,31330,0
57,True,True,15,0
179,False,False,49,0
14,False,False,16,0
44,True,False,245,0
46,False,True,17,0
76,False,False,240,0
46,False,True,22,0
71,False,True,23,0
46,True,True,34,0
174,True,False,307,0
88,True,True,153,0
240,False,True,4984,0
36,False,False,31,0
41,True,False,3,0
93,False,False,178,0
246,True,False,11338,0
134,True,True,62,0
60,False,False,7,0
28,True,False,13099,0
87,True,False,6377,0
111,False,False,1437,0
39,True,False,11,0
54,False,False,373,0
136,False,True,59,0
21,False,True,75,0
52,True,False,22,0
14,False,False,67,0
39,True,False,7,0
52,False,True,4,0
16,True,False,73,0
73,False,False,40799,0
10,False,False,8,0
274,False,True,10,0
106,False,True,242,0
42,False,False,4,0
57,False,True,1729,0
30,False,True,10011,0
38,False,True,5206,0
25,False,False,250,0
96,False,True,250,0
50,False,False,21,0
98,True,False,123,0
56,False,False,13,0
129,False,False,14407,0
48,True,False,42275,0
31,False,False,54,0
3,True,True,1,0
44,False,False,20,0
51,False,True,31,0
46,False,True,37,0
34,False,True,39,0
5,False,False,36,0
50,True,False,268,0
18,False,False,274,0
13,True,False,2875,0
0,True,False,4,0
80,True,False,6,0
5,False,True,6,0
27,True,False,20,0
54,False,False,173,0
65,False,False,9,0
59,False,False,14817,0
187,False,False,2005,0
50,True,False,66,0
268,True,False,45622,0
98,False,True,26,0
31,False,False,14,0
104,False,True,48,0
31,False,True,7,0
16,True,False,9,0
216,False,True,58,0
13,False,False,170,0
43,False,False,23219,0
108,False,True,23,0
24,True,False,8,0
46,False,True,28,0
58,True,False,29,0
71,False,False,97,0
56,False,False,30,0
21,False,False,23228,0
142,False,False,188,0
41,False,False,100,0
83,False,False,9882,0
10,False,True,201,0
95,False,False,17,0
42,False,False,159,0
48,False,False,161,0
344,False,False,200,0
164,False,True,712,0
97,False,False,1645,0
233,False,True,27,0
51,False,False,30594,0
17,False,True,30,0
31,True,False,44861,0
124,True,False,4,0
38,False,True,433,0
26,False,False,1024,0
100,False,False,7,0
0,True,False,8,0
37,False,True,2648,0
33,True,True,10,0
97,True,False,20680,0
119,False,False,547,0
39,True,False,1750,0
71,True,False,100,0
126,True,False,45,0
82,True,False,1036,0
74,True,True,238,0
48,True,False,411,0
57,False,False,1047,0
71,True,False,272,0
322,False,False,212,0
9,True,False,6,0
101,False,False,25151,0
17,False,False,5830,0
114,False,False,15,0
2,True,False,9,0
29,False,True,9,0
71,True,False,20678,0
63,True,False,78,0
89,False,False,303,0
45,False,False,194,0
127,True,False,12550,0
366,True,False,29226,0
231,True,True,1922,0
54,True,False,26,0
39,False,False,1092,0
21,False,False,39,0
115,False,True,440,0
16,True,True,39,0
122,True,True,49,0
64,False,True,4,0
206,False,False,111,0
21,True,False,5,0
106,True,False,21,0
187,True,False,81,0
66,False,False,9,0
11,True,True,6,0
58,True,True,7,0
86,False,False,18,0
21,False,False,3,0
12,True,False,25131,0
170,True,False,10274,0
72,False,True,3598,0
60,False,False,173,0
215,True,False,10,0
19,False,False,5432,0
24,True,False,3407,0
82,False,False,433,0
20,False,False,6,0
41,True,False,544,0
81,False,False,12,0
29,False,True,565,0
500,False,False,202,0
12,True,False,20,0
284,True,False,22,0
26,True,False,4,0
76,False,True,26,0
77,False,False,4,0
20,False,False,14,0
11,False,True,425,0
50,True,False,19,0
19,False,False,36,0
15,False,False,46,0
4,True,False,12,0
116,False,True,182,0
12,True,False,65,0
0,False,True,10733,0
34,False,False,45221,0
58,False,False,43,0
260,False,False,92,0
97,True,False,874,0
96,False,True,117,0
33,False,False,119,0
46,True,False,124,0
163,False,False,9050,0
114,False,False,9072,0
57,False,False,5,0
49,False,True,2922,0
104,True,False,287,0
4,True,False,512,0
173,False,False,714,0
55,False,False,232,0
98,True,False,566,0
19,False,False,264,0
88,False,False,261,0
95,True,True,280,0
7,False,False,533,0
102,True,False,77,0
7,True,True,932,0
62,True,False,211,0
62,False,False,754,0
92,False,False,114,0
195,False,False,766,0
71,True,False,1,0
71,True,False,2,0
4,True,False,125,0
56,False,False,132,0
24,False,False,9,0
123,True,False,821,0
53,False,True,30,0
88,False,False,46190,0
26,False,True,32,0
64,False,False,26371,0
13,True,False,294,0
139,False,True,174,0
36,True,False,322,0
11,True,False,1258,0
34,False,False,829,0
145,False,True,872,0
10,True,False,61,0
126,False,False,2642,0
49,True,False,101,0
8,False,False,1277,0
46,True,False,51,0
170,False,False,5196,0
127,True,False,64,0
25,True,True,0,0
95,True,False,197,0
94,True,False,82,0
29,True,False,86,0
96,True,False,213,0
137,True,False,14,0
3,True,False,368,0
169,False,True,1328,0
63,False,False,115,0
35,True,False,21088,0
43,False,True,932,0
18,False,False,4,0
101,True,False,4,0
10,True,False,1359,0
30,True,False,940,0
51,False,False,25,0
62,True,False,77,0
35,False,False,308,0
7,False,False,438,0
80,True,True,460,0
40,False,True,9,0
64,True,True,10,0
190,False,False,10,0
47,True,False,1020,0
25,False,True,21148,0
18,False,True,1028,0
44,False,False,10483,0
115,False,False,15,0
52,True,False,22,0
33,True,False,5,0
162,False,False,17273,0
197,True,False,20,0
98,True,False,25,0
3,False,True,32,0
19,True,False,157,0
32,True,False,234,0
13,False,False,34,0
18,True,False,38203,0
77,False,True,39,0
12,False,True,40,0
19,False,False,17296,0
61,False,True,43,0
35,False,False,1,0
42,False,False,2,0
54,True,False,38217,0
34,False,True,25,0
126,False,True,56,0
3,False,True,56,0
12,False,False,2,0
49,False,False,973,0
6,False,False,3,0
67,False,True,33,0
114,False,False,62,0
150,False,False,7,0
67,False,False,10,0
67,False,False,11,0
23,True,False,19,0
97,True,True,1076,0
8,True,False,68,0
11,False,True,78,0
18,True,True,51,0
45,False,False,76,0
18,True,False,1093,0
103,False,False,36,0
105,True,False,1112,0
116,False,False,5159,0
44,False,False,1368,0
47,False,True,26,0
23,False,True,27,0
84,True,False,1121,0
34,False,False,328,0
113,True,False,1459,0
127,True,False,100,0
79,False,True,1131,0
133,True,False,42,0
218,True,True,1134,0
44,False,True,5,0
60,False,True,5,0
40,False,False,6,0
47,False,False,7,0
126,True,False,60,0
22,False,False,68,0
52,False,False,4,0
57,True,False,9,0
35,False,True,71,0
52,False,True,26691,0
29,True,False,7,0
70,True,False,26040,0
32,True,False,10,0
11,True,False,4,0
149,False,False,5,0
223,False,False,18,0
68,True,False,118,0
119,True,False,50,0
15,False,False,91,0
102,True,True,18,0
52,False,False,52,0
130,False,True,41,0
51,False,True,21,0
0,False,True,153,0
89,False,False,14,0
22,True,True,126,0
19,False,False,1179,0
40,False,True,23,0
15,True,False,11500,0
51,False,False,105,0
88,True,True,1185,0
144,False,False,21,0
47,False,False,112,0
38,False,False,4,0
29,False,False,6,0
36,True,False,120,0
67,True,False,40,0
13,False,False,7,0
43,True,True,10,0
65,True,False,10,0
116,False,False,70,0
190,True,False,13,0
50,False,False,124,0
133,False,False,13,0
38,False,False,61,0
38,False,False,20,0
39,False,False,59,0
43,False,False,11533,0
65,True,True,10,0
34,False,True,80,0
27,False,True,13,0
74,False,False,13,0
62,True,False,833,0
33,True,False,669,0
102,True,False,18,0
116,True,True,19,0
40,False,False,5180,0
32,True,False,45269,0
23,True,False,69,0
25,True,True,201,0
39,False,False,3846,0
37,False,False,11015,0
86,True,False,32,0
17,True,False,7185,0
57,True,False,50717,0
103,True,True,3855,0
52,True,False,47324,0
59,True,False,441,0
28,True,False,39,0
68,False,False,54,0
17,True,False,167,0
4,True,False,49,0
21,False,False,111,0
29,False,True,1247,0
87,False,False,1070,0
56,False,True,1353,0
75,True,False,11,0
21,False,False,4938,0
179,False,True,11048,0
42,True,False,3007,0
212,True,False,47055,0
8,True,False,1059,0
146,False,True,17,0
20,True,False,7221,0
123,False,False,19,0
32,True,False,17496,0
65,False,False,21,0
65,False,False,7,0
156,False,False,50758,0
153,False,True,3,0
113,False,False,4,0
8,False,True,126,0
152,True,False,109,0
78,False,False,13,0
152,True,True,15,0
12,False,True,144,0
162,False,True,16,0
1,True,False,126,0
68,False,False,14,0
5,True,True,18608,0
41,True,False,1705,0
111,True,False,22,0
82,True,False,50779,0
68,False,False,3,0
16,True,False,162,0
41,True,False,45341,0
44,False,False,2816,0
148,False,True,9,0
43,True,False,167,0
39,False,False,35,0
22,True,False,139,0
24,False,True,553,0
179,False,False,121,0
28,True,False,4,0
110,True,True,68,0
18,False,True,2832,0
54,True,False,9,0
271,True,True,50,0
15,True,False,6289,0
22,True,False,12,0
111,True,False,2171,0
81,False,False,1322,0
0,True,False,132,0
79,False,False,137,0
85,False,True,579,0
232,True,True,26,0
98,True,False,1367,0
63,False,False,55,0
29,True,False,2,0
40,False,False,213,0
120,False,True,4370,0
94,False,True,110,0
55,False,False,1,0
52,True,False,196,0
9,True,False,4892,0
48,False,False,2,0
27,True,False,944,0
287,True,True,44582,0
32,True,False,3,0
50,True,False,202,0
6,False,False,60,0
161,True,True,149,0
361,True,True,16066,0
46,True,False,4349,0
59,False,False,10,0
163,False,False,197,0
59,True,False,11,0
204,False,False,14,0
178,False,False,129,0
84,False,False,49,0
50,True,True,6107,0
97,True,False,17,0
328,False,False,51,0
139,True,False,54,0
18,True,False,47314,0
436,True,True,1430,0
34,False,False,30,0
23,True,True,22022,0
77,False,False,34,0
59,True,False,1307,0
105,True,False,54,0
181,False,True,43,0
110,True,True,256,0
94,False,False,41,0
284,True,False,1482,0
449,False,True,51,0
20,False,True,5,0
99,False,False,43264,0
6,True,False,6,0
103,False,True,196,0
27,False,True,14,0
83,True,True,17,0
75,True,False,24,0
103,True,True,3193,0
6,False,True,40,0
10,False,True,41,0
359,False,False,47,0
66,False,False,148,0
62,False,True,343,0
106,False,True,52,0
28,False,False,3,0
51,False,False,3,0
259,False,False,59,0
125,False,True,42,0
60,False,False,321,0
98,False,False,22,0
33,False,False,24,0
145,True,True,1654,0
63,False,True,28,0
8,True,False,5242,0
133,True,True,24,0
161,True,False,122,0
129,True,False,1000,0
152,False,True,374,0
21,True,False,13,0
83,False,True,413,0
131,False,True,46,0
11,True,False,53,0
0,False,True,7,0
90,True,False,160,0
78,False,False,5,0
21,False,False,1558,0
193,False,True,6,0
33,True,False,42288,0
8,False,False,8,0
24,False,False,9,0
72,True,True,10,0
4,True,False,4,0
26,True,False,515,0
34,False,True,10,0
82,False,False,424,0
49,False,True,115,0
159,False,False,181,0
34,True,True,11,0
248,False,False,193,0
15,True,False,19,0
16,False,True,27,0
358,True,False,2554,0
26,True,False,5891,0
101,False,False,37,0
22,True,True,81,0
372,True,False,212,0
162,True,False,5,0
50,True,False,58,0
23,True,False,47,0
125,False,False,59,0
107,False,False,2,0
57,False,False,2,0
99,True,False,5,0
67,True,False,6,0
291,False,True,7,0
74,False,False,5931,0
117,False,False,12,0
10,True,True,49,0
107,False,True,21,0
36,True,False,3,0
95,False,False,5,0
54,False,False,5,0
28,True,False,26,0
55,False,True,29,0
59,False,True,29,0
87,False,False,30,0
32,False,False,13,0
21,True,False,4,0
71,True,False,34,0
4,True,False,5,0
8,True,False,5,0
33,True,False,6,0
71,False,True,4,0
53,True,False,16,0
298,True,False,14718,0
68,False,False,18,0
58,True,False,12,0
70,True,False,42,0
52,True,False,24,0
86,False,False,13,0
13,True,False,3,0
29,False,False,33,0
210,True,False,22,0
232,False,False,26,0
172,False,False,301,0
234,False,False,30,0
274,False,False,304,0
24,False,False,67,0
194,False,False,69,0
116,True,True,39,0
319,True,False,4,0
26,True,False,4,0
102,False,False,7,0
69,False,True,112,0
144,False,True,62,0
137,False,True,392,0
234,True,True,171,0
379,True,False,21947,0
314,False,False,303,0
6,False,False,21,0
73,True,False,23,0
69,True,False,6089,0
22,False,True,704,0
133,False,True,5016,0
78,False,False,3,0
32,False,False,2,0
39,False,True,211,0
58,False,False,14,0
11,True,False,2,0
58,False,False,3,0
48,True,False,6,0
203,False,False,377,0
102,False,True,8,0
85,True,False,27141,0
144,False,False,8,0
225,True,False,2975,0
356,False,False,155,0
38,False,False,2749,0
489,True,False,7810,0
86,True,False,40,0
63,True,False,41,0
47,False,False,115,0
113,False,False,175,0
312,True,True,5072,0
40,False,False,61,0
6,False,False,10,0
53,False,False,12,0
95,True,False,17,0
131,False,False,17,0
98,True,False,2099,0
119,True,False,7846,0
233,True,False,7,0
79,True,False,8,0
149,True,False,11,0
80,False,False,204,0
40,True,False,444,0
114,False,False,13,0
154,False,False,14,0
249,False,True,17,0
23,False,True,3088,0
61,False,True,33,0
67,False,False,202,0
156,False,True,4261,0
107,False,False,806,0
259,True,False,266,0
79,False,True,50150,0
52,False,False,112,0
31,False,False,3,0
29,False,False,73,0
19,False,False,71,0
40,False,False,162,0
365,False,False,81,0
126,False,False,262,0
95,False,False,286,0
66,False,False,16,0
91,False,False,20,0
178,False,False,87,0
171,False,True,24,0
146,False,True,26,0
80,False,False,270,0
122,False,False,278,0
42,True,False,20,0
73,False,False,3,0
5,False,True,44,0
81,True,False,45,0
42,False,False,47,0
13,False,False,0,0
51,False,False,4,0
155,True,True,3959,0
34,False,False,2,0
44,False,False,120,0
48,True,False,36,0
100,False,False,4,0
348,True,True,53,0
58,False,False,41,0
173,False,False,15,0
125,False,False,641,0
